dep,date_de_passage,sursaud_cl_age_corona,nbre_pass_corona,nbre_pass_tot,nbre_hospit_corona,nbre_pass_corona_h,nbre_pass_corona_f,nbre_pass_tot_h,nbre_pass_tot_f,nbre_hospit_corona_h,nbre_hospit_corona_f,nbre_acte_corona,nbre_acte_tot,nbre_acte_corona_h,nbre_acte_corona_f,nbre_acte_tot_h,nbre_acte_tot_f
09,2020-04-21,B,0,19,0,,,,,,,,,,,,
09,2020-04-21,C,1,15,0,,,,,,,,,,,,
09,2020-04-21,D,0,1,0,,,,,,,,,,,,
09,2020-04-21,E,0,14,0,,,,,,,,,,,,
10,2020-04-21,0,5,125,3,0,5,43,82,0,3,6,75,3,3,33,42
10,2020-04-21,A,0,15,0,,,,,,,0,10,,,,
10,2020-04-21,B,1,51,0,,,,,,,3,34,,,,
10,2020-04-21,C,2,30,1,,,,,,,2,22,,,,
10,2020-04-21,D,0,9,0,,,,,,,1,6,,,,
10,2020-04-21,E,2,20,2,,,,,,,0,3,,,,
11,2020-04-21,0,2,149,2,2,0,74,75,2,0,,,,,,
11,2020-04-21,A,0,14,0,,,,,,,,,,,,
11,2020-04-21,B,0,57,0,,,,,,,,,,,,
11,2020-04-21,C,0,35,0,,,,,,,,,,,,
11,2020-04-21,D,1,22,1,,,,,,,,,,,,
11,2020-04-21,E,1,21,1,,,,,,,,,,,,
12,2020-04-21,0,1,80,1,1,0,36,44,1,0,,,,,,
12,2020-04-21,A,0,7,0,,,,,,,,,,,,
12,2020-04-21,B,0,24,0,,,,,,,,,,,,
12,2020-04-21,C,0,17,0,,,,,,,,,,,,
12,2020-04-21,D,0,8,0,,,,,,,,,,,,
12,2020-04-21,E,1,24,1,,,,,,,,,,,,
13,2020-04-21,0,41,819,21,22,19,427,392,11,10,4,153,1,3,47,106
13,2020-04-21,A,0,109,0,,,,,,,0,29,,,,
13,2020-04-21,B,10,281,3,,,,,,,2,52,,,,
13,2020-04-21,C,17,212,6,,,,,,,0,26,,,,
13,2020-04-21,D,3,81,2,,,,,,,0,17,,,,
13,2020-04-21,E,11,136,10,,,,,,,2,29,,,,
14,2020-04-21,0,18,263,13,8,10,150,113,4,9,2,134,1,1,46,88
14,2020-04-21,A,0,41,0,,,,,,,0,24,,,,
14,2020-04-21,B,6,80,5,,,,,,,1,56,,,,
14,2020-04-21,C,2,53,0,,,,,,,1,23,,,,
14,2020-04-21,D,5,35,3,,,,,,,0,13,,,,
14,2020-04-21,E,5,54,5,,,,,,,0,18,,,,
15,2020-04-21,0,3,48,0,2,1,31,17,0,0,,,,,,
15,2020-04-21,A,0,1,0,,,,,,,,,,,,
15,2020-04-21,B,1,13,0,,,,,,,,,,,,
15,2020-04-21,C,0,13,0,,,,,,,,,,,,
15,2020-04-21,D,1,7,0,,,,,,,,,,,,
15,2020-04-21,E,1,14,0,,,,,,,,,,,,
16,2020-04-21,0,14,154,6,6,8,84,70,3,3,,,,,,
16,2020-04-21,A,0,9,0,,,,,,,,,,,,
16,2020-04-21,B,6,51,0,,,,,,,,,,,,
16,2020-04-21,C,2,41,0,,,,,,,,,,,,
16,2020-04-21,D,1,19,1,,,,,,,,,,,,
16,2020-04-21,E,5,34,5,,,,,,,,,,,,
17,2020-04-21,0,12,293,4,4,8,144,149,1,3,0,26,0,0,12,14
17,2020-04-21,A,0,29,0,,,,,,,0,3,,,,
17,2020-04-21,B,4,95,0,,,,,,,0,10,,,,
17,2020-04-21,C,2,65,1,,,,,,,0,6,,,,
17,2020-04-21,D,2,38,0,,,,,,,0,5,,,,
17,2020-04-21,E,4,66,3,,,,,,,0,1,,,,
18,2020-04-21,0,64,141,1,11,53,47,94,0,1,5,80,2,3,36,44
18,2020-04-21,A,1,17,0,,,,,,,1,15,,,,
18,2020-04-21,B,26,45,1,,,,,,,3,39,,,,
18,2020-04-21,C,30,42,0,,,,,,,1,14,,,,
18,2020-04-21,D,5,14,0,,,,,,,0,6,,,,
18,2020-04-21,E,2,23,0,,,,,,,0,6,,,,
19,2020-04-21,0,6,102,3,3,3,48,54,2,1,,,,,,
19,2020-04-21,A,2,10,0,,,,,,,,,,,,
19,2020-04-21,B,1,19,1,,,,,,,,,,,,
19,2020-04-21,C,2,29,1,,,,,,,,,,,,
19,2020-04-21,D,0,20,0,,,,,,,,,,,,
19,2020-04-21,E,1,24,1,,,,,,,,,,,,
21,2020-04-21,0,22,162,7,10,12,78,84,5,2,6,32,3,3,13,19
21,2020-04-21,A,0,4,0,,,,,,,1,4,,,,
21,2020-04-21,B,6,60,1,,,,,,,3,14,,,,
21,2020-04-21,C,8,45,0,,,,,,,1,6,,,,
21,2020-04-21,D,1,19,1,,,,,,,1,3,,,,
21,2020-04-21,E,7,34,5,,,,,,,0,5,,,,
22,2020-04-21,0,14,167,14,8,6,94,73,8,6,,,,,,
22,2020-04-21,A,0,22,0,,,,,,,,,,,,
22,2020-04-21,B,1,49,1,,,,,,,,,,,,
22,2020-04-21,C,4,38,4,,,,,,,,,,,,
22,2020-04-21,D,2,27,2,,,,,,,,,,,,
22,2020-04-21,E,7,31,7,,,,,,,,,,,,
23,2020-04-21,0,5,49,5,3,2,22,27,3,2,,,,,,
23,2020-04-21,A,0,3,0,,,,,,,,,,,,
23,2020-04-21,B,0,14,0,,,,,,,,,,,,
23,2020-04-21,C,3,18,3,,,,,,,,,,,,
23,2020-04-21,D,,,,,,,,,,,,,,,
23,2020-04-21,E,2,14,2,,,,,,,,,,,,
24,2020-04-21,0,14,135,10,10,4,67,68,6,4,,,,,,
24,2020-04-21,A,0,4,0,,,,,,,,,,,,
24,2020-04-21,B,4,40,1,,,,,,,,,,,,
24,2020-04-21,C,4,38,3,,,,,,,,,,,,
24,2020-04-21,D,0,18,0,,,,,,,,,,,,
24,2020-04-21,E,6,35,6,,,,,,,,,,,,
25,2020-04-21,0,12,134,3,5,7,65,69,1,2,4,60,4,0,22,38
25,2020-04-21,A,0,18,0,,,,,,,1,13,,,,
25,2020-04-21,B,5,48,1,,,,,,,3,17,,,,
25,2020-04-21,C,5,28,0,,,,,,,0,13,,,,
25,2020-04-21,D,0,13,0,,,,,,,0,5,,,,
25,2020-04-21,E,2,27,2,,,,,,,0,12,,,,
26,2020-04-21,0,9,183,2,5,4,89,94,2,0,,,,,,
26,2020-04-21,A,0,31,0,,,,,,,,,,,,
26,2020-04-21,B,5,53,1,,,,,,,,,,,,
26,2020-04-21,C,4,49,1,,,,,,,,,,,,
26,2020-04-21,D,0,21,0,,,,,,,,,,,,
26,2020-04-21,E,0,29,0,,,,,,,,,,,,
27,2020-04-21,0,4,187,0,3,1,79,108,0,0,,,,,,
27,2020-04-21,A,0,22,0,,,,,,,,,,,,
27,2020-04-21,B,3,76,0,,,,,,,,,,,,
27,2020-04-21,C,0,52,0,,,,,,,,,,,,
27,2020-04-21,D,0,17,0,,,,,,,,,,,,
27,2020-04-21,E,1,20,0,,,,,,,,,,,,
28,2020-04-21,0,9,228,3,5,4,119,109,1,2,,,,,,
28,2020-04-21,A,0,26,0,,,,,,,,,,,,
28,2020-04-21,B,4,86,1,,,,,,,,,,,,
28,2020-04-21,C,2,55,0,,,,,,,,,,,,
28,2020-04-21,D,2,22,1,,,,,,,,,,,,
28,2020-04-21,E,1,39,1,,,,,,,,,,,,
29,2020-04-21,0,1,392,1,0,1,205,187,0,1,1,91,1,0,36,55
29,2020-04-21,A,0,52,0,,,,,,,0,12,,,,
29,2020-04-21,B,0,118,0,,,,,,,1,42,,,,
29,2020-04-21,C,0,90,0,,,,,,,0,19,,,,
29,2020-04-21,D,0,41,0,,,,,,,0,5,,,,
29,2020-04-21,E,1,91,1,,,,,,,0,13,,,,
2A,2020-04-21,0,0,46,0,0,0,21,25,0,0,5,26,3,2,12,14
2A,2020-04-21,A,0,4,0,,,,,,,0,3,,,,
2A,2020-04-21,B,0,14,0,,,,,,,2,13,,,,
2A,2020-04-21,C,0,14,0,,,,,,,0,5,,,,
2A,2020-04-21,D,0,9,0,,,,,,,1,2,,,,
2A,2020-04-21,E,0,5,0,,,,,,,2,3,,,,
2B,2020-04-21,0,28,91,28,15,13,42,49,15,13,,,,,,
2B,2020-04-21,A,0,3,0,,,,,,,,,,,,
2B,2020-04-21,B,12,35,12,,,,,,,,,,,,
2B,2020-04-21,C,13,22,13,,,,,,,,,,,,
2B,2020-04-21,D,1,12,1,,,,,,,,,,,,
2B,2020-04-21,E,2,19,2,,,,,,,,,,,,
30,2020-04-21,0,9,311,2,4,5,141,170,1,1,6,34,5,1,14,20
30,2020-04-21,A,0,30,0,,,,,,,0,4,,,,
30,2020-04-21,B,4,110,0,,,,,,,3,16,,,,
30,2020-04-21,C,0,70,0,,,,,,,2,9,,,,
30,2020-04-21,D,2,36,0,,,,,,,0,2,,,,
30,2020-04-21,E,3,65,2,,,,,,,1,3,,,,
31,2020-04-21,0,36,457,24,13,23,223,234,7,17,6,84,3,3,39,45
31,2020-04-21,A,4,60,1,,,,,,,1,8,,,,
31,2020-04-21,B,15,166,8,,,,,,,3,46,,,,
31,2020-04-21,C,7,107,6,,,,,,,2,14,,,,
31,2020-04-21,D,2,48,2,,,,,,,0,4,,,,
31,2020-04-21,E,8,76,7,,,,,,,0,12,,,,
32,2020-04-21,0,6,51,3,1,5,24,27,0,3,,,,,,
32,2020-04-21,A,0,2,0,,,,,,,,,,,,
32,2020-04-21,B,2,22,0,,,,,,,,,,,,
32,2020-04-21,C,2,9,1,,,,,,,,,,,,
32,2020-04-21,D,0,8,0,,,,,,,,,,,,
32,2020-04-21,E,2,10,2,,,,,,,,,,,,
33,2020-04-21,0,31,583,17,13,18,271,312,6,11,27,430,12,15,182,248
33,2020-04-21,A,1,71,0,,,,,,,1,72,,,,
33,2020-04-21,B,9,192,3,,,,,,,15,178,,,,
33,2020-04-21,C,10,137,4,,,,,,,7,97,,,,
33,2020-04-21,D,6,66,5,,,,,,,2,29,,,,
33,2020-04-21,E,5,117,5,,,,,,,2,54,,,,
34,2020-04-21,0,31,489,8,16,15,238,250,3,5,2,72,1,1,25,46
34,2020-04-21,A,5,55,1,,,,,,,0,16,,,,
34,2020-04-21,B,11,174,1,,,,,,,2,37,,,,
34,2020-04-21,C,8,110,1,,,,,,,0,11,,,,
34,2020-04-21,D,2,49,1,,,,,,,0,2,,,,
34,2020-04-21,E,5,101,4,,,,,,,0,6,,,,
35,2020-04-21,0,15,435,10,5,10,225,210,4,6,5,97,2,3,44,53
35,2020-04-21,A,0,90,0,,,,,,,2,7,,,,
35,2020-04-21,B,5,138,2,,,,,,,2,42,,,,
35,2020-04-21,C,4,89,3,,,,,,,0,21,,,,
35,2020-04-21,D,0,42,0,,,,,,,1,9,,,,
35,2020-04-21,E,6,76,5,,,,,,,0,18,,,,
36,2020-04-21,0,0,73,0,0,0,38,35,0,0,,,,,,
36,2020-04-21,A,0,6,0,,,,,,,,,,,,
36,2020-04-21,B,0,25,0,,,,,,,,,,,,
36,2020-04-21,C,0,18,0,,,,,,,,,,,,
36,2020-04-21,D,0,9,0,,,,,,,,,,,,
36,2020-04-21,E,0,15,0,,,,,,,,,,,,
37,2020-04-21,0,7,248,3,5,2,116,131,2,1,2,77,0,2,25,52
37,2020-04-21,A,0,46,0,,,,,,,0,7,,,,
37,2020-04-21,B,1,73,0,,,,,,,1,40,,,,
37,2020-04-21,C,4,55,1,,,,,,,0,15,,,,
37,2020-04-21,D,0,21,0,,,,,,,1,3,,,,
37,2020-04-21,E,2,53,2,,,,,,,0,12,,,,
38,2020-04-21,0,21,484,7,9,12,238,246,4,3,8,95,5,3,34,61
38,2020-04-21,A,1,86,0,,,,,,,1,9,,,,
38,2020-04-21,B,7,152,0,,,,,,,4,43,,,,
38,2020-04-21,C,6,110,1,,,,,,,2,21,,,,
38,2020-04-21,D,2,35,1,,,,,,,0,5,,,,
38,2020-04-21,E,5,101,5,,,,,,,1,17,,,,
39,2020-04-21,0,5,105,3,2,3,59,46,1,2,,,,,,
39,2020-04-21,A,0,6,0,,,,,,,,,,,,
39,2020-04-21,B,0,33,0,,,,,,,,,,,,
39,2020-04-21,C,2,23,0,,,,,,,,,,,,
39,2020-04-21,D,1,10,1,,,,,,,,,,,,
39,2020-04-21,E,2,33,2,,,,,,,,,,,,
40,2020-04-21,0,4,117,4,2,2,64,53,2,2,,,,,,
40,2020-04-21,A,0,16,0,,,,,,,,,,,,
40,2020-04-21,B,1,33,1,,,,,,,,,,,,
40,2020-04-21,C,1,23,1,,,,,,,,,,,,
40,2020-04-21,D,0,14,0,,,,,,,,,,,,
40,2020-04-21,E,2,31,2,,,,,,,,,,,,
41,2020-04-21,0,13,135,0,4,9,61,74,0,0,,,,,,
41,2020-04-21,A,0,15,0,,,,,,,,,,,,
41,2020-04-21,B,4,40,0,,,,,,,,,,,,
41,2020-04-21,C,1,33,0,,,,,,,,,,,,
41,2020-04-21,D,2,15,0,,,,,,,,,,,,
41,2020-04-21,E,6,32,0,,,,,,,,,,,,
42,2020-04-21,0,17,426,12,10,7,227,199,7,5,4,57,2,2,27,30
42,2020-04-21,A,0,52,0,,,,,,,0,4,,,,
42,2020-04-21,B,4,143,1,,,,,,,2,21,,,,
42,2020-04-21,C,4,98,3,,,,,,,1,15,,,,
42,2020-04-21,D,2,56,1,,,,,,,0,3,,,,
42,2020-04-21,E,7,77,7,,,,,,,1,14,,,,
43,2020-04-21,0,0,21,0,0,0,9,12,0,0,,,,,,
43,2020-04-21,A,0,1,0,,,,,,,,,,,,
43,2020-04-21,B,0,8,0,,,,,,,,,,,,
43,2020-04-21,C,0,4,0,,,,,,,,,,,,
43,2020-04-21,D,0,3,0,,,,,,,,,,,,
43,2020-04-21,E,0,5,0,,,,,,,,,,,,
44,2020-04-21,0,22,343,13,11,11,190,153,7,6,16,330,5,11,129,201
44,2020-04-21,A,0,39,0,,,,,,,2,51,,,,
44,2020-04-21,B,5,116,1,,,,,,,5,131,,,,
44,2020-04-21,C,8,82,5,,,,,,,4,63,,,,
44,2020-04-21,D,3,39,2,,,,,,,1,31,,,,
44,2020-04-21,E,6,67,5,,,,,,,4,54,,,,
45,2020-04-21,0,20,266,8,4,16,130,136,1,7,3,35,1,2,16,19
45,2020-04-21,A,0,42,0,,,,,,,0,1,,,,
45,2020-04-21,B,5,86,0,,,,,,,1,14,,,,
45,2020-04-21,C,7,55,4,,,,,,,0,1,,,,
45,2020-04-21,D,2,24,0,,,,,,,0,1,,,,
45,2020-04-21,E,6,59,4,,,,,,,1,9,,,,
46,2020-04-21,0,9,89,6,6,3,39,50,3,3,,,,,,
46,2020-04-21,A,0,10,0,,,,,,,,,,,,
46,2020-04-21,B,3,24,1,,,,,,,,,,,,
46,2020-04-21,C,3,24,3,,,,,,,,,,,,
46,2020-04-21,D,0,11,0,,,,,,,,,,,,
46,2020-04-21,E,3,20,2,,,,,,,,,,,,
47,2020-04-21,0,3,171,2,2,1,96,75,2,0,,,,,,
47,2020-04-21,A,0,21,0,,,,,,,,,,,,
47,2020-04-21,B,2,49,1,,,,,,,,,,,,
47,2020-04-21,C,0,41,0,,,,,,,,,,,,
47,2020-04-21,D,0,31,0,,,,,,,,,,,,
47,2020-04-21,E,1,29,1,,,,,,,,,,,,
48,2020-04-21,0,1,28,0,1,0,17,11,0,0,,,,,,
48,2020-04-21,A,0,2,0,,,,,,,,,,,,
48,2020-04-21,B,0,7,0,,,,,,,,,,,,
48,2020-04-21,C,0,5,0,,,,,,,,,,,,
48,2020-04-21,D,0,6,0,,,,,,,,,,,,
48,2020-04-21,E,1,8,0,,,,,,,,,,,,
49,2020-04-21,0,19,223,12,11,8,112,111,6,6,,,,,,
49,2020-04-21,A,0,29,0,,,,,,,,,,,,
49,2020-04-21,B,5,78,0,,,,,,,,,,,,
49,2020-04-21,C,3,47,3,,,,,,,,,,,,
49,2020-04-21,D,4,26,3,,,,,,,,,,,,
49,2020-04-21,E,7,43,6,,,,,,,,,,,,
50,2020-04-21,0,3,217,2,1,2,113,104,1,1,3,49,2,1,15,34
50,2020-04-21,A,0,27,0,,,,,,,0,2,,,,
50,2020-04-21,B,3,58,2,,,,,,,3,27,,,,
50,2020-04-21,C,0,49,0,,,,,,,0,10,,,,
50,2020-04-21,D,0,32,0,,,,,,,0,6,,,,
50,2020-04-21,E,0,51,0,,,,,,,0,4,,,,
51,2020-04-21,0,12,174,4,2,10,98,75,1,3,2,23,1,1,7,16
51,2020-04-21,A,0,29,0,,,,,,,1,5,,,,
51,2020-04-21,B,5,56,0,,,,,,,1,12,,,,
51,2020-04-21,C,3,42,0,,,,,,,0,3,,,,
51,2020-04-21,D,2,18,2,,,,,,,,,,,,
51,2020-04-21,E,2,29,2,,,,,,,0,3,,,,
52,2020-04-21,0,2,79,0,2,0,43,36,0,0,,,,,,
52,2020-04-21,A,0,2,0,,,,,,,,,,,,
52,2020-04-21,B,0,22,0,,,,,,,,,,,,
52,2020-04-21,C,1,22,0,,,,,,,,,,,,
52,2020-04-21,D,0,5,0,,,,,,,,,,,,
52,2020-04-21,E,1,28,0,,,,,,,,,,,,
53,2020-04-21,0,5,59,0,0,5,30,29,0,0,,,,,,
53,2020-04-21,A,0,3,0,,,,,,,,,,,,
53,2020-04-21,B,1,29,0,,,,,,,,,,,,
53,2020-04-21,C,2,14,0,,,,,,,,,,,,
53,2020-04-21,D,0,4,0,,,,,,,,,,,,
53,2020-04-21,E,2,9,0,,,,,,,,,,,,
54,2020-04-21,0,7,248,4,4,3,128,120,3,1,9,64,3,6,29,35
54,2020-04-21,A,0,39,0,,,,,,,1,9,,,,
54,2020-04-21,B,0,80,0,,,,,,,4,26,,,,
54,2020-04-21,C,3,41,1,,,,,,,3,9,,,,
54,2020-04-21,D,0,29,0,,,,,,,0,11,,,,
54,2020-04-21,E,4,59,3,,,,,,,1,9,,,,
55,2020-04-21,0,6,55,5,4,2,34,21,3,2,,,,,,
55,2020-04-21,A,1,7,1,,,,,,,,,,,,
55,2020-04-21,B,2,19,1,,,,,,,,,,,,
55,2020-04-21,C,1,15,1,,,,,,,,,,,,
55,2020-04-21,D,0,5,0,,,,,,,,,,,,
55,2020-04-21,E,2,9,2,,,,,,,,,,,,
56,2020-04-21,0,17,250,3,3,14,117,133,0,3,1,42,0,1,18,24
56,2020-04-21,A,0,39,0,,,,,,,0,4,,,,
56,2020-04-21,B,11,59,1,,,,,,,0,16,,,,
56,2020-04-21,C,5,69,1,,,,,,,0,10,,,,
56,2020-04-21,D,0,22,0,,,,,,,0,1,,,,
56,2020-04-21,E,1,61,1,,,,,,,1,11,,,,
57,2020-04-21,0,44,409,23,17,27,214,195,13,10,,,,,,
57,2020-04-21,A,1,74,0,,,,,,,,,,,,
57,2020-04-21,B,13,113,2,,,,,,,,,,,,
57,2020-04-21,C,12,91,5,,,,,,,,,,,,
57,2020-04-21,D,5,49,5,,,,,,,,,,,,
57,2020-04-21,E,13,82,11,,,,,,,,,,,,
58,2020-04-21,0,12,109,7,3,9,61,48,2,5,,,,,,
58,2020-04-21,A,0,16,0,,,,,,,,,,,,
58,2020-04-21,B,3,31,2,,,,,,,,,,,,
58,2020-04-21,C,5,22,1,,,,,,,,,,,,
58,2020-04-21,D,2,17,2,,,,,,,,,,,,
58,2020-04-21,E,2,23,2,,,,,,,,,,,,
59,2020-04-21,0,89,1249,34,45,44,623,625,16,18,11,170,7,4,80,90
59,2020-04-21,A,4,215,0,,,,,,,1,31,,,,
59,2020-04-21,B,23,456,3,,,,,,,8,92,,,,
59,2020-04-21,C,22,273,7,,,,,,,2,24,,,,
59,2020-04-21,D,24,123,14,,,,,,,0,14,,,,
59,2020-04-21,E,16,181,10,,,,,,,0,9,,,,
60,2020-04-21,0,11,131,5,4,7,63,68,3,2,,,,,,
60,2020-04-21,A,0,16,0,,,,,,,,,,,,
60,2020-04-21,B,3,49,0,,,,,,,,,,,,
60,2020-04-21,C,1,23,0,,,,,,,,,,,,
60,2020-04-21,D,4,19,4,,,,,,,,,,,,
60,2020-04-21,E,3,24,1,,,,,,,,,,,,
61,2020-04-21,0,5,147,0,2,3,81,66,0,0,,,,,,
61,2020-04-21,A,1,20,0,,,,,,,,,,,,
61,2020-04-21,B,2,46,0,,,,,,,,,,,,
61,2020-04-21,C,2,41,0,,,,,,,,,,,,
61,2020-04-21,D,0,12,0,,,,,,,,,,,,
61,2020-04-21,E,0,28,0,,,,,,,,,,,,
62,2020-04-21,0,7,274,1,4,3,142,132,1,0,,,,,,
62,2020-04-21,A,0,34,0,,,,,,,,,,,,
62,2020-04-21,B,2,103,0,,,,,,,,,,,,
62,2020-04-21,C,3,57,0,,,,,,,,,,,,
62,2020-04-21,D,0,33,0,,,,,,,,,,,,
62,2020-04-21,E,2,47,1,,,,,,,,,,,,
63,2020-04-21,0,1,105,1,0,1,50,55,0,1,2,56,0,2,19,37
63,2020-04-21,A,0,20,0,,,,,,,0,6,,,,
63,2020-04-21,B,0,38,0,,,,,,,1,23,,,,
63,2020-04-21,C,0,20,0,,,,,,,0,10,,,,
63,2020-04-21,D,0,7,0,,,,,,,0,4,,,,
63,2020-04-21,E,1,20,1,,,,,,,1,13,,,,
64,2020-04-21,0,3,223,3,3,0,127,96,3,0,5,159,3,2,73,86
64,2020-04-21,A,0,35,0,,,,,,,0,24,,,,
64,2020-04-21,B,0,59,0,,,,,,,2,67,,,,
64,2020-04-21,C,0,49,0,,,,,,,2,32,,,,
64,2020-04-21,D,3,30,3,,,,,,,0,17,,,,
64,2020-04-21,E,0,50,0,,,,,,,1,19,,,,
65,2020-04-21,0,0,46,0,0,0,25,21,0,0,,,,,,
65,2020-04-21,A,0,3,0,,,,,,,,,,,,
65,2020-04-21,B,0,17,0,,,,,,,,,,,,
65,2020-04-21,C,0,10,0,,,,,,,,,,,,
65,2020-04-21,D,0,6,0,,,,,,,,,,,,
65,2020-04-21,E,0,10,0,,,,,,,,,,,,
66,2020-04-21,0,2,181,0,0,2,96,85,0,0,9,61,2,7,23,38
66,2020-04-21,A,0,23,0,,,,,,,0,10,,,,
66,2020-04-21,B,1,48,0,,,,,,,6,19,,,,
66,2020-04-21,C,0,42,0,,,,,,,2,11,,,,
66,2020-04-21,D,1,29,0,,,,,,,1,7,,,,
66,2020-04-21,E,0,39,0,,,,,,,0,14,,,,
67,2020-04-21,0,16,250,10,12,4,131,119,7,3,19,189,4,15,68,121
67,2020-04-21,A,0,30,0,,,,,,,2,26,,,,
67,2020-04-21,B,4,75,3,,,,,,,6,82,,,,
67,2020-04-21,C,6,65,2,,,,,,,8,40,,,,
67,2020-04-21,D,1,31,0,,,,,,,1,12,,,,
67,2020-04-21,E,5,49,5,,,,,,,2,29,,,,
68,2020-04-21,0,15,231,5,5,10,128,103,1,4,12,90,5,7,40,50
68,2020-04-21,A,0,43,0,,,,,,,1,10,,,,
68,2020-04-21,B,3,70,0,,,,,,,3,38,,,,
68,2020-04-21,C,2,48,0,,,,,,,5,21,,,,
68,2020-04-21,D,2,28,1,,,,,,,2,9,,,,
68,2020-04-21,E,8,42,4,,,,,,,1,12,,,,
69,2020-04-21,0,43,675,23,16,27,340,335,7,16,20,256,14,6,111,145
69,2020-04-21,A,0,106,0,,,,,,,1,35,,,,
69,2020-04-21,B,14,244,3,,,,,,,7,97,,,,
69,2020-04-21,C,6,136,1,,,,,,,8,52,,,,
69,2020-04-21,D,7,59,6,,,,,,,1,24,,,,
69,2020-04-21,E,16,130,13,,,,,,,3,48,,,,
70,2020-04-21,0,17,85,12,7,10,44,41,5,7,,,,,,
70,2020-04-21,A,0,6,0,,,,,,,,,,,,
70,2020-04-21,B,3,27,1,,,,,,,,,,,,
70,2020-04-21,C,2,22,2,,,,,,,,,,,,
70,2020-04-21,D,5,8,3,,,,,,,,,,,,
70,2020-04-21,E,7,22,6,,,,,,,,,,,,
71,2020-04-21,0,18,267,13,8,10,136,131,5,8,,,,,,
71,2020-04-21,A,0,23,0,,,,,,,,,,,,
71,2020-04-21,B,4,83,2,,,,,,,,,,,,
71,2020-04-21,C,7,71,4,,,,,,,,,,,,
71,2020-04-21,D,1,36,1,,,,,,,,,,,,
71,2020-04-21,E,6,54,6,,,,,,,,,,,,
72,2020-04-21,0,28,269,18,13,15,120,149,10,8,,,,,,
72,2020-04-21,A,1,37,0,,,,,,,,,,,,
72,2020-04-21,B,8,81,4,,,,,,,,,,,,
72,2020-04-21,C,4,56,1,,,,,,,,,,,,
72,2020-04-21,D,4,30,4,,,,,,,,,,,,
72,2020-04-21,E,11,65,9,,,,,,,,,,,,
73,2020-04-21,0,2,123,0,1,1,60,63,0,0,6,50,2,4,23,27
73,2020-04-21,A,0,13,0,,,,,,,1,8,,,,
73,2020-04-21,B,1,46,0,,,,,,,4,20,,,,
73,2020-04-21,C,1,31,0,,,,,,,1,11,,,,
73,2020-04-21,D,0,13,0,,,,,,,0,1,,,,
73,2020-04-21,E,0,20,0,,,,,,,0,10,,,,
74,2020-04-21,0,18,415,7,9,9,219,196,3,4,4,74,0,4,30,44
74,2020-04-21,A,2,70,0,,,,,,,0,9,,,,
74,2020-04-21,B,3,143,0,,,,,,,4,44,,,,
74,2020-04-21,C,6,84,2,,,,,,,0,9,,,,
74,2020-04-21,D,2,52,0,,,,,,,0,5,,,,
74,2020-04-21,E,5,66,5,,,,,,,0,7,,,,
75,2020-04-21,0,193,863,24,97,96,466,397,16,8,36,470,12,24,171,299
75,2020-04-21,A,3,107,1,,,,,,,2,54,,,,
75,2020-04-21,B,99,325,1,,,,,,,13,157,,,,
75,2020-04-21,C,65,227,6,,,,,,,13,105,,,,
75,2020-04-21,D,9,88,4,,,,,,,3,46,,,,
75,2020-04-21,E,17,116,12,,,,,,,5,105,,,,
76,2020-04-21,0,15,606,8,5,10,315,291,3,5,3,33,1,2,13,20
76,2020-04-21,A,1,119,0,,,,,,,0,6,,,,
76,2020-04-21,B,7,190,5,,,,,,,3,14,,,,
76,2020-04-21,C,3,153,2,,,,,,,0,7,,,,
76,2020-04-21,D,1,47,0,,,,,,,0,3,,,,
76,2020-04-21,E,3,97,1,,,,,,,0,3,,,,
77,2020-04-21,0,19,322,10,6,13,158,164,2,8,9,106,6,3,42,64
77,2020-04-21,A,0,40,0,,,,,,,0,16,,,,
77,2020-04-21,B,4,131,2,,,,,,,4,42,,,,
77,2020-04-21,C,8,70,3,,,,,,,3,27,,,,
77,2020-04-21,D,1,40,1,,,,,,,0,6,,,,
77,2020-04-21,E,6,41,4,,,,,,,2,14,,,,
78,2020-04-21,0,31,534,13,12,19,279,255,5,8,5,72,2,3,30,42
78,2020-04-21,A,0,78,0,,,,,,,1,15,,,,
78,2020-04-21,B,9,193,2,,,,,,,1,26,,,,
78,2020-04-21,C,14,118,4,,,,,,,2,15,,,,
78,2020-04-21,D,1,48,1,,,,,,,0,5,,,,
78,2020-04-21,E,7,97,6,,,,,,,1,11,,,,
79,2020-04-21,0,3,152,1,1,2,88,64,1,0,,,,,,
79,2020-04-21,A,0,22,0,,,,,,,,,,,,
79,2020-04-21,B,1,54,0,,,,,,,,,,,,
79,2020-04-21,C,1,35,0,,,,,,,,,,,,
79,2020-04-21,D,0,10,0,,,,,,,,,,,,
79,2020-04-21,E,1,31,1,,,,,,,,,,,,
80,2020-04-21,0,10,212,5,5,5,107,105,2,3,13,114,7,6,61,53
80,2020-04-21,A,1,38,0,,,,,,,3,20,,,,
80,2020-04-21,B,0,70,0,,,,,,,9,64,,,,
80,2020-04-21,C,7,50,4,,,,,,,1,18,,,,
80,2020-04-21,D,1,19,1,,,,,,,0,8,,,,
80,2020-04-21,E,1,35,0,,,,,,,0,4,,,,
81,2020-04-21,0,9,182,4,6,3,86,96,3,1,,,,,,
81,2020-04-21,A,0,14,0,,,,,,,,,,,,
81,2020-04-21,B,3,54,1,,,,,,,,,,,,
81,2020-04-21,C,4,45,1,,,,,,,,,,,,
